250.0000,214.4181,180.7780,149.7492,121.3572,95.3941
214.4181,186.8585,159.3220,132.8457,107.8601,84.4802
180.7780,159.3225,136.8934,114.5391,92.7778,71.9982
149.7492,132.8478,114.5400,95.6961,76.9227,58.4808
121.3572,107.8640,92.7763,76.9229,60.6366,44.3681
95.3941,84.4802,71.9982,58.4808,44.3681,30.0000
