250.0000,214.4181,180.7780,149.7492,121.3572,95.3941
214.4181,187.0067,159.5103,133.0049,107.9506,84.4802
180.7780,159.5103,137.1528,114.7583,92.9356,71.9982
149.7492,133.0049,114.7583,95.8919,77.0067,58.4808
121.3572,107.9506,92.9356,77.0067,60.6926,44.3681
95.3941,84.4802,71.9982,58.4808,44.3681,30.0000
